f0,f1,f2,f3,f4,f5,f6,f7,label,obs_date
-0.7931224751578991,2.0581152931069537,0.39745115695481015,-1.2382711720951405,-0.41003709748710687,-1.8791395488288667,-0.4520045658517263,-0.7699632301136624,0,2024-01-01
0.24057128353827487,0.7061260422518802,0.8363769172621162,0.32769419582702375,-0.43596230845235395,-0.984088105656567,-0.35309518926146244,-1.3077196749861675,0,2024-01-02
-1.8963263495990657,-1.0960117675434855,0.4156628060061221,0.6766550549397076,-0.021719512427615762,-1.9519285710788044,-0.9423352864832004,0.21445747375871455,0,2024-01-03
1.3957717101086942,-1.131272263634678,0.6904016820280002,0.692876338104079,0.11832318251317034,-0.43167093073078694,0.011021863620757424,-0.1135944352680504,1,2024-01-04
0.6382947409282153,-0.9527356859236873,-1.1714582346566726,-0.3202986627673394,-0.20301856621174033,-0.4479876069776393,1.1904457506501855,1.1608815988611263,1,2024-01-05
-0.29204748521936347,0.4894059390638143,0.4478068464830792,-0.9270492813242734,1.1381127251696563,1.7289640163821058,0.7356133606209078,-0.6458276022868202,0,2024-01-06
-0.31194932819017573,1.2654211894151524,-0.1092694258240487,1.6192849079243183,-1.5686614879595129,-0.8093364505240855,0.7169117468939549,1.630572635353986,0,2024-01-07
0.30383536777881237,-1.91775604128544,-0.08649315661441682,-0.2346516742391549,-0.5030089595424553,0.11634772337293058,0.36390047916468904,0.6579113144692914,1,2024-01-08
-0.2676603022043396,0.6092449115832982,1.3001347266845023,-1.2277325481496795,0.6506085107152602,0.3860795800790641,0.21301440087460982,-1.4939156772184368,0,2024-01-09
-0.2259088611632136,0.9278559601625068,-0.4886709313879904,-0.24785173591480023,-0.287632388603167,1.3618534405576854,0.08096955744015817,-0.6638998345526266,0,2024-01-10
0.7200678200091131,0.315969474351436,-0.6666055443527478,0.291498072722648,-0.2487384412533004,0.42163320974096075,-1.1184555908005311,0.03473873245508118,0,2024-01-11
0.5147052057737699,3.2362323840578138,-1.3135679221959882,-0.7438901036161126,-0.30207289721709807,0.7097626615556364,-1.164503656582238,-0.1131154331325438,0,2024-01-12
-0.06412793563418305,0.5352488533841071,-0.2956010988953114,0.3765621839320643,0.9512396604290576,1.7541889030169775,-0.9875741637227505,-0.8774448984674165,0,2024-01-13
-0.08547656318586194,0.03249183319659698,1.070686254368327,0.8621550753836902,0.6941809202397615,-1.705484567044371,0.9273988256882205,-1.8003741034743892,0,2024-01-14
0.16091632266564457,0.6105215431044476,-1.6677896267285217,-0.0731737550239297,-1.3260705195216644,-0.6134322966644562,-0.6643858782778155,-0.3025189722000512,0,2024-01-15
-0.6140183945189056,-0.5441767591542985,0.2512180153679789,0.9787601646764811,-1.138245818010386,-0.4137425858321552,0.6184930317927874,-0.21867350096489813,0,2024-01-16
-0.4037502646562769,-1.0992649535176389,-2.5327617498718564,-0.14345627990472914,-0.4148461397109242,-0.10427958875081637,-1.1837710466448814,0.5756680022832609,0,2024-01-17
0.5482601802064181,0.42218033928460746,-0.690258769110367,-0.493718488404451,-0.13808433532374956,-0.6706580910783771,-0.30276109699750603,0.19432851033876883,0,2024-01-18
-0.1304827931408637,1.1536257788612077,0.4374919341046126,1.551982668241795,0.9065581760537325,1.0269523569790469,-1.014611432892073,-1.0642929549568267,0,2024-01-19
-1.3744261756767235,-0.2349374002498055,-0.538559827520861,0.6031048653467548,-0.1171612123454686,-0.6578181355737224,0.675610852930903,0.7755943251504408,0,2024-01-20
-0.47727871963320684,0.9257199380199073,-1.2020354037725463,0.08556069535489791,1.3216367422793012,-0.6904797037671453,1.9725721574797184,-0.5853413652203916,0,2024-01-21
0.6566216052935377,-0.37577370562543244,-0.36823392736018573,-1.8137427391388163,1.8652194788768766,0.4194985065641229,-1.2781453990837335,0.9547340249664931,0,2024-01-22
-0.23228277208327797,1.6313911586009147,0.9891086013178257,-1.3971141881352402,-0.8678301640066584,-0.7804474992128333,0.27366571966886777,-0.46156971439253464,0,2024-01-23
-0.14873281023632337,0.21478963496723885,1.4919350114757661,-1.6831423900326379,0.17170890522003462,-1.089386720590383,-0.8592834282576046,-0.5414755305643434,0,2024-01-24
0.6418366281712384,0.5343138645770067,1.5122105736102098,-0.06565364715963634,1.032794494410861,-1.3454698726063292,0.7000140933595056,-0.0035677557978533417,0,2024-01-25
1.8246103049154356,0.7661656244751315,0.6822885460452597,-0.05336143002715645,0.23684514285135055,-0.17953884912796197,1.6796207596366817,0.7685574442259219,1,2024-01-26
-0.7131886718682877,-1.3520780579147114,0.36057928003930834,0.3881795896027876,0.3484613595946157,0.967298482860453,-0.5485349826497875,0.26300431097888655,0,2024-01-27
1.3482068134340977,-0.18212742998153664,0.9858383063541956,1.0060628440728852,-0.45210697888439993,0.7445713562289344,1.0007138770477642,-1.2869357085110478,0,2024-01-28
-1.2300127753398604,1.840527408847227,-1.1563720369531998,-1.5435262478531178,-0.5461391968858522,0.39841569168400015,-0.13025920079415995,0.9688547672362627,0,2024-01-29
0.17497762274037393,0.03649257013959977,-0.9692026406181566,-1.364384991299685,0.21119348965526719,0.06699471076396361,-0.7474951015567034,-0.6615856317385802,0,2024-01-30
-1.1695295195123863,1.4026067526599917,1.291556002270261,-0.9364860973787738,1.0029490416298172,-0.6062055076284169,-0.4030385780482355,-1.4312521033119716,0,2024-01-31
1.351458184504187,0.8840908395986957,0.8562732840787258,0.4300810465364131,-1.0429670955405304,-0.1459526758509198,1.1752036554164218,-1.6865134737552254,0,2024-02-01
0.8339229967182518,-1.8277290346992463,0.8750821643654566,0.26332815195579057,-0.134231962955213,-1.2728012881558093,0.427858451130956,1.2978108815749587,1,2024-02-02
1.1377167846550682,0.707370671076363,0.22182580403164226,-1.0594965963923137,1.8099888845014354,0.10522964438378418,-0.07982427928267509,1.5170972923809996,0,2024-02-03
-0.8855331545554961,-1.0882880464857139,-0.8249948838446639,-0.7246410324381838,-0.18539831814728078,0.9462093090973919,-0.17150234638210674,-0.5383476337445348,0,2024-02-04
0.6845550254847351,0.2612309610503803,-1.0801021819776502,0.35320068200099053,0.17742422197609756,-1.6713784685065065,-0.628121350354209,-0.28679669073328745,0,2024-02-05
-0.5190133298294971,-0.4156013498924418,0.938046907328073,0.042631504061469226,0.8108066266477026,1.2649346621384305,0.665710162423188,-0.051347308219772826,0,2024-02-06
-0.45738531115194264,0.02176174637997512,1.0828266136218052,0.9861141568533456,0.5844701965115932,-2.207242378071881,2.1951385840978266,-1.2498838706405426,0,2024-02-07
0.5065370793987306,-0.07087819200575916,-1.1204731501865897,-0.8349411135792809,-0.14485574677980204,-0.8264760090226423,-0.16449737280950025,0.13434313940015688,0,2024-02-08
0.8767181724687065,0.24266802192757134,-0.7395141068917201,-0.1630049120679561,-0.20599147461766582,-1.128256734468163,-1.0507853891475376,0.5505412853325207,0,2024-02-09
0.20442021540537625,-0.44831326309615965,-0.10289315196992849,-1.013303908682767,1.5377915283245982,-0.7704957084516986,0.3956959735415828,-0.4199574343067065,0,2024-02-10
-0.6279871010105986,-1.3509739674468209,0.8746378411462777,1.119116868639907,-0.9316831100620553,-0.4096188424878971,0.5522219895043784,0.23951158141356715,0,2024-02-11
-0.8258165208830098,-1.0099544539866498,-0.3405384325020318,0.9950223730828084,-1.3407749612724469,1.1957752289864754,1.107921304035892,-0.41165308387159344,0,2024-02-12
1.4443170258252331,0.9162399244243266,-0.8522264950079212,0.4592230247601418,1.1267046980766924,-1.0601632294759022,-1.226634494198323,1.0163154454472534,0,2024-02-13
0.5939459107122969,1.7244937327895602,0.988418936943704,0.9455616534382137,1.276794925098275,-0.9790008683039776,0.3076678375227441,-0.9132741741815519,0,2024-02-14
0.7197279364283922,0.23257176663167994,0.5972736347854252,1.3488182216688254,-0.9490805038094677,-0.7984826459045321,-0.8596290745819263,-0.4654754407717776,0,2024-02-15
